State_ebay,State_amaz,,ebay,amaz,lat,long
Georgia,Maryland,1810,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Alabama,1811,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Illinois,1811,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,California,1813,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New York,1813,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Illinois,1815,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Arizona,Minnesota,1815,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Alabama,1816,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Nevada,1818,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Florida,1820,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Maryland,1821,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Virginia,1821,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Virginia,1824,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Georgia,1825,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Michigan,1826,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,Alabama,1827,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Nevada,1829,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Washington,1829,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Maryland,1830,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Michigan,1830,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Washington,1831,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Virginia,1833,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,California,1834,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Arizona,1835,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Virginia,Maryland,1836,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Michigan,1836,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Arizona,1838,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Connecticut,1839,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,California,1840,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Florida,1841,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Michigan,1842,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,California,1843,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Florida,Arizona,1844,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New Jersey,1845,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Nevada,1847,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,Massachusetts,1848,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Michigan,1850,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Alabama,1851,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Kansas,New Jersey,1851,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Minnesota,1852,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Florida,1854,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Kansas,1854,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Massachusetts,1854,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Massachusetts,1856,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,South Carolina,1856,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Washington,1856,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Georgia,1857,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Connecticut,1858,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Colorado,1859,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Georgia,Connecticut,1859,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,New York,1861,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,New Jersey,1862,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New Jersey,1863,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Arizona,1864,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Florida,1864,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Maryland,1864,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Nevada,1864,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Pennsylvania,1864,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,California,1865,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,Hawaii,1866,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Virginia,1866,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,California,1867,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Hawaii,1867,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Alabama,1868,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Arizona,1870,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Hawaii,1870,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Washington,1870,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Delaware,1871,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Hawaii,1871,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Florida,1873,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Hawaii,1873,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,New York,1873,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Alabama,1875,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Connecticut,1875,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,New York,1875,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Florida,1877,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,New York,1877,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Maryland,1878,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Pennsylvania,California,1882,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,Maryland,1883,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Maryland,1884,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,Minnesota,1884,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Nevada,1884,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Pennsylvania,New York,1886,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Virginia,1887,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Connecticut,1888,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Washington,1888,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
North Carolina,California,1890,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Michigan,Minnesota,1890,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Arizona,Alabama,1891,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Pennsylvania,Maryland,1891,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Georgia,Virginia,1893,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Kansas,1894,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Hawaii,1896,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Hawaii,1896,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Illinois,1896,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,New Jersey,1896,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Pennsylvania,1897,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Alabama,1901,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Alabama,1901,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Arizona,1905,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Maryland,1907,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,New York,1907,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,Massachusetts,1910,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Nevada,1910,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Virginia,New Jersey,1910,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Virginia,1911,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,Massachusetts,1913,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Alabama,1915,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Georgia,1915,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Minnesota,1915,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Maryland,1917,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Delaware,1921,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,California,1922,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Pennsylvania,1925,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Alabama,1926,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Massachusetts,1926,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,New Jersey,1926,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,California,1928,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,New York,1928,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,New Jersey,1929,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Connecticut,1930,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,South Carolina,1930,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,California,1932,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,New York,1932,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Nevada,1934,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,North Carolina,1934,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Colorado,1938,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Florida,1938,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New Jersey,1938,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Massachusetts,1939,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Washington,1939,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Virginia,1940,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,California,1941,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Georgia,1942,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New Jersey,1942,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Nevada,Michigan,1943,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Alabama,1944,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,California,1944,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Hawaii,1945,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,California,1947,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Georgia,1947,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Maryland,1947,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New York,1947,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Connecticut,1948,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Nevada,1948,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,Alabama,1949,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Hawaii,1949,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Pennsylvania,1949,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New Jersey,1950,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Arizona,1951,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Minnesota,1952,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New Jersey,1953,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,Arizona,1954,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Colorado,1955,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Georgia,1957,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,New Jersey,1957,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Hawaii,1958,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Connecticut,1959,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Illinois,1961,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,California,1963,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Massachusetts,1964,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,1965,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Nevada,1965,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,New Jersey,1965,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Massachusetts,1967,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Washington,1967,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Connecticut,1968,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Massachusetts,1969,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Massachusetts,1969,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,New York,1969,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,California,1970,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Nevada,1971,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Washington,1971,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Georgia,1976,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,New York,1976,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Washington,1976,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Maryland,1979,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Maryland,1980,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Minnesota,1982,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Illinois,1983,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Delaware,1984,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Hawaii,1984,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Minnesota,1984,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,New Jersey,1986,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,South Carolina,1986,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Alabama,1987,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,New Jersey,1987,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Maryland,1989,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Illinois,1991,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Illinois,Nevada,1991,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Georgia,1992,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Colorado,1994,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Alabama,1996,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Georgia,1996,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Pennsylvania,1996,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Florida,1998,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Hawaii,2001,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Nevada,2001,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,South Carolina,2002,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,California,2005,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Nevada,2008,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,2009,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Illinois,2009,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Pennsylvania,2010,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Delaware,2011,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New York,2013,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
North Carolina,California,2014,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,New Jersey,2014,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Arizona,2015,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Colorado,2016,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
California,North Carolina,2016,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,Alabama,2018,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Connecticut,2019,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Georgia,2019,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,New York,2019,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,New Jersey,2020,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Pennsylvania,2020,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,California,2021,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Hawaii,2021,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Illinois,2021,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Connecticut,2027,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Florida,2028,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Nevada,2029,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Nevada,2029,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Massachusetts,2030,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Arizona,2032,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Arizona,2033,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,Minnesota,2033,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Virginia,2033,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Massachusetts,2037,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Florida,2038,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Arizona,Hawaii,2038,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Connecticut,2040,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Minnesota,2044,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Colorado,2046,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,New York,2046,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Nevada,2047,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,California,2048,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
South Carolina,Florida,2048,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Colorado,2050,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Hawaii,2050,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Minnesota,2051,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Michigan,2052,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Minnesota,2052,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,Colorado,2053,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Florida,2053,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Alabama,2054,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Maryland,2054,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Colorado,2055,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New Jersey,2055,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Massachusetts,2056,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,New York,2057,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Colorado,2061,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Georgia,2062,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Virginia,2062,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Maryland,2063,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Virginia,Colorado,2064,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Alabama,2066,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Washington,2070,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Florida,2072,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Arizona,Maryland,2072,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Illinois,2074,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Virginia,2074,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Massachusetts,2075,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Minnesota,Colorado,2076,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Georgia,2076,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Alabama,2077,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,California,2077,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Michigan,2077,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Washington,New Jersey,2079,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Colorado,2080,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,New York,2081,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Maryland,2082,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,New Jersey,2082,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Alabama,2083,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Colorado,2083,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
North Carolina,Virginia,2083,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Illinois,2088,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Virginia,2088,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,New Jersey,2089,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Massachusetts,Delaware,2090,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Florida,Alabama,2092,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Nevada,2092,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Illinois,2093,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Nevada,2095,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Minnesota,2096,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,New York,2097,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Illinois,California,2098,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Kansas,Nevada,2098,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Alabama,2099,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
